-3.072372078895568848e-02,-7.057699561119079590e-02,-7.252162694931030273e-02,-1.072465777397155762e-01,5.624697729945182800e-02,1.337425559759140015e-01,2.037013173103332520e-01,7.354626804590225220e-02,-1.185365468263626099e-01,5.697738006711006165e-02,7.075058668851852417e-02,7.196383923292160034e-02,3.316126763820648193e-03,-3.012389061041176319e-04,5.085197836160659790e-02,-5.610946938395500183e-02,-1.364196278154850006e-02,-3.787964209914207458e-02,8.515968918800354004e-02,-9.209010750055313110e-02,-8.218953758478164673e-02,-1.091201081871986389e-01,3.924627974629402161e-02,9.796344675123691559e-03,-2.010654099285602570e-02,-4.567635431885719299e-02,7.067756354808807373e-02,6.396055966615676880e-02,-1.447648182511329651e-02,-6.739041209220886230e-02,-1.769003830850124359e-02,-2.037277258932590485e-02
4.357421770691871643e-02,-9.037096798419952393e-02,9.905689209699630737e-02,-9.522002935409545898e-02,8.091347664594650269e-02,4.053543135523796082e-02,1.569011956453323364e-01,-7.260549813508987427e-02,-1.513809263706207275e-01,-3.380150347948074341e-02,-6.620566546916961670e-02,3.893578052520751953e-02,-6.566321104764938354e-02,3.623765334486961365e-02,6.005930900573730469e-02,-1.634745858609676361e-02,9.240978211164474487e-02,-5.250965803861618042e-02,7.541295140981674194e-03,1.381216105073690414e-02,8.443254977464675903e-02,-1.639317534863948822e-02,-1.679279655218124390e-01,-2.731556771323084831e-03,4.859149083495140076e-02,-7.756119593977928162e-03,-2.479157783091068268e-02,5.922816228121519089e-03,-1.249129399657249451e-01,6.641791015863418579e-02,-6.461024284362792969e-02,7.959592342376708984e-02
1.108772903680801392e-01,-1.758627593517303467e-01,1.983276940882205963e-02,-8.747540414333343506e-03,5.274701118469238281e-02,-2.871275506913661957e-02,-2.220026254653930664e-01,7.496344298124313354e-02,5.510572716593742371e-02,3.457028418779373169e-02,1.999506950378417969e-01,6.117038056254386902e-02,2.959771454334259033e-01,-9.209948778152465820e-02,1.128104776144027710e-01,-1.350306719541549683e-01,-2.200111299753189087e-01,-1.916518062353134155e-02,-2.474503591656684875e-02,5.738308653235435486e-02,-1.984208822250366211e-02,1.024990156292915344e-01,-3.323316574096679688e-02,2.050958387553691864e-02,3.635039180517196655e-02,1.310509741306304932e-01,-8.378109335899353027e-02,-3.653706749901175499e-03,1.437518894672393799e-01,-7.746636122465133667e-02,1.499861180782318115e-01,2.780223824083805084e-02
-4.846404865384101868e-02,2.312105521559715271e-02,-8.125265687704086304e-02,-6.345836818218231201e-02,-1.515187025070190430e-01,-1.281806677579879761e-01,-2.421470545232295990e-02,1.296091973781585693e-01,-2.501290440559387207e-01,2.059247642755508423e-01,-1.257910132408142090e-01,1.736589223146438599e-01,-3.019343689084053040e-02,9.095545858144760132e-02,-1.019646078348159790e-01,-7.942815870046615601e-02,8.505956083536148071e-02,-8.873165398836135864e-02,4.955480620265007019e-02,2.695476412773132324e-01,-1.202107965946197510e-01,1.687851399183273315e-01,6.314631551504135132e-02,1.074828281998634338e-01,-7.973814010620117188e-02,3.986877202987670898e-02,2.699948847293853760e-01,6.955455988645553589e-02,-1.277911942452192307e-02,1.278414856642484665e-02,-7.304858416318893433e-02,-1.183147877454757690e-01
-9.213211387395858765e-02,-2.824405580759048462e-02,8.365921676158905029e-02,1.001850888133049011e-01,-1.774962544441223145e-01,4.932487756013870239e-02,8.717869222164154053e-02,7.870057225227355957e-02,2.906344644725322723e-02,-9.316392242908477783e-02,9.118099510669708252e-02,3.821944817900657654e-02,9.457270056009292603e-02,-1.820337772369384766e-02,-1.131464168429374695e-01,-1.589819602668285370e-02,-5.636612325906753540e-02,-1.419780403375625610e-01,-1.084206253290176392e-02,2.136892974376678467e-01,3.177634999155998230e-02,-6.854829553049057722e-05,-6.386239081621170044e-02,1.379030048847198486e-01,-1.111901849508285522e-01,7.928051054477691650e-03,2.305930107831954956e-01,-1.240275204181671143e-01,1.236738171428442001e-02,6.982403248548507690e-02,-1.384849697351455688e-01,3.842956200242042542e-02
6.272158026695251465e-02,1.159501150250434875e-01,1.291214525699615479e-01,-1.049444451928138733e-01,1.104980707168579102e-01,1.588294655084609985e-01,-1.852893382310867310e-01,1.178031321614980698e-02,3.186852484941482544e-02,1.306114643812179565e-01,-1.467869617044925690e-02,-9.030037373304367065e-02,-9.189847111701965332e-02,-3.023905307054519653e-02,7.482344284653663635e-03,1.151437088847160339e-01,1.275809705257415771e-01,2.085304558277130127e-01,-1.299909800291061401e-01,-7.349751889705657959e-02,9.879163652658462524e-02,-1.659895293414592743e-02,9.585402160882949829e-02,-2.679052762687206268e-02,-1.501998957246541977e-02,1.767348870635032654e-02,-3.068139776587486267e-02,-3.175340220332145691e-02,4.684437066316604614e-02,6.740597635507583618e-02,2.459349669516086578e-02,2.472717873752117157e-02
-1.612667590379714966e-01,-1.353027969598770142e-01,-6.481018662452697754e-02,1.114380061626434326e-01,-4.638671502470970154e-02,1.056256815791130066e-01,-5.377957597374916077e-03,1.499821245670318604e-01,1.573159173130989075e-02,9.100096672773361206e-02,2.414088509976863861e-02,8.725483715534210205e-02,1.164960339665412903e-01,6.329132616519927979e-02,1.417667791247367859e-02,-1.228358894586563110e-01,-1.026020869612693787e-01,9.581923484802246094e-02,1.126722395420074463e-01,-1.351877897977828979e-01,-1.060811579227447510e-01,1.070626005530357361e-01,1.948333680629730225e-01,-8.781766891479492188e-02,-4.599716141819953918e-02,-1.055857837200164795e-01,-7.189371436834335327e-02,5.851888656616210938e-02,1.319584548473358154e-01,-1.549155116081237793e-01,8.933852612972259521e-02,8.089123666286468506e-02
-5.217876657843589783e-02,2.120516635477542877e-02,1.335899252444505692e-02,-1.086932644248008728e-01,7.051011547446250916e-03,-2.184535115957260132e-01,-1.261185258626937866e-01,1.060024425387382507e-01,1.902902871370315552e-01,1.558961812406778336e-02,2.530029714107513428e-01,-1.097551286220550537e-01,7.451713830232620239e-02,-1.097526624798774719e-01,-2.334135398268699646e-02,1.259880810976028442e-01,2.986391773447394371e-03,9.832800924777984619e-02,-1.214934214949607849e-01,3.642848925665020943e-03,1.548254936933517456e-01,2.906479313969612122e-02,3.931060433387756348e-02,-9.801305085420608521e-02,2.845561206340789795e-01,-2.101697772741317749e-02,-1.525036096572875977e-01,9.244339168071746826e-02,2.552614361047744751e-02,-4.707114398479461670e-02,4.831796884536743164e-02,-1.482973098754882812e-01
-1.240458805114030838e-02,-8.407101966440677643e-03,8.412473835051059723e-03,3.935792949050664902e-03,6.406403332948684692e-02,-4.943940788507461548e-02,-1.683828383684158325e-01,-1.051475033164024353e-01,1.399455871433019638e-02,8.822640776634216309e-02,-9.812119603157043457e-02,-1.851958334445953369e-01,1.141545325517654419e-01,1.283919513225555420e-01,-3.999836742877960205e-02,4.714618250727653503e-02,-1.130616962909698486e-01,2.082675844430923462e-01,-5.815599858760833740e-02,-9.008101187646389008e-03,-2.473413571715354919e-02,8.204003423452377319e-02,-6.735240574926137924e-03,-6.355363875627517700e-02,1.503462940454483032e-01,-3.114802390336990356e-02,-8.759314566850662231e-02,1.910084635019302368e-01,1.922749876976013184e-01,-1.180790662765502930e-01,-2.608867548406124115e-02,-1.482561528682708740e-01
-1.393101364374160767e-01,3.045346140861511230e-01,-3.708122298121452332e-02,4.782381281256675720e-02,-1.250807046890258789e-01,1.316043287515640259e-01,-8.257645368576049805e-02,7.683828473091125488e-02,-5.154924467206001282e-02,6.390991061925888062e-02,-8.547013998031616211e-02,8.551371283829212189e-03,-1.697304844856262207e-01,8.560217916965484619e-02,9.921713173389434814e-02,-1.075452342629432678e-01,2.187349945306777954e-01,1.446816027164459229e-01,1.483605522662401199e-02,-2.799204550683498383e-02,6.488518416881561279e-02,-3.848996385931968689e-02,-1.286984682083129883e-01,-1.363567262887954712e-02,2.998725743964314461e-03,1.345636844635009766e-01,1.208279468119144440e-02,1.391566246747970581e-01,-9.288863837718963623e-02,1.066475957632064819e-01,6.803649663925170898e-02,-1.779384762048721313e-01
